Judul,Berita,Topik
Fakta Kurang Memuaskan Persib di Balik Rekor Tak Terkalahkan 14 Laga,"BANDUNG, KOMPAS.com - Musim lalu, rekor tak terkalahkan Persib bersama Luis Milla di 15 pertandingan runtuh oleh PSM Makassar. 
Musim ini di Liga 1 2023-2024, rekor tak terkalahkan Persib bersama Bojan Hodak gagal dipatahkan PSM.
Hasil Persib vs PSM, Senin (4/12/2023) kemarin, berakhir imbang 0-0 di Gelora Bandung Lautan Api (GBLA) dalam rangkaian pertandingan pekan ke-21. 
Rekor tak terkalahkan Persib berlanjut menjadi 14 laga tak terkalahkan. Tinggal satu laga lagi, Hodak bisa menyamai rekor Luis Milla musim lalu. 
Namun, ada fakta kurang memuaskan yang membuat anggota tim Persib dibuat geregetan meski mereka melanjutkan tren positif tersebut di atas.
Sebab, hasil imbang kontra PSM kemarin menunjukkan fakta Persib memang belum mampu menang melawan tim Juku Eja.
Dari empat pertemuan terakhir, Persib menelan tiga kekalahan dan sekali imbang.
Fakta lainnya, ini merupakan hasil imbang dua kali beruntun di kandang yang dialami Persib usai sebelumnya Maung Bandung juga ditahan imbang Arema FC di pekan ke-19.
Menurut kapten tim Marc Klok, PSM memang mengincar hasil imbang di Bandung kemarin. Bagaimana tim juara bertahan menumpuk banyak pemain di area pertahanan yang membuat Persib sulit menembusnya.
""Mereka datang ke sini bukan untuk menang, melainkan untuk imbang. Sulit untuk kami menang, tetapi 14 pertandingan kami tidak terkalahkan sejauh ini,"" sebut Klok.  
""Ini sepak bola, kami tidak bisa menang setiap pertandingan, tetapi yang penting kami tidak kalah. Namun, pasti saya tidak senang, kami main setiap pertandingan untuk menang, tetapi ya tidak selalu bisa lakukan itu,"" kata Klok. 
PSM seperti memperagakan strategi parkir bus. Ada lima sampai delapan pemain menumpuk di area pertahanan. 
Praktis tim asuhan Bernardo Tavares itu hanya mengandalkan strategi serangan balik untuk menyerang Persib. 
Sesekali juga M Arfan cs memanfaatkan bola-bola mati mengancam gawang yang dikawal Teja Paku Alam malam itu. 
""Ya mereka mencari imbang di Bandung karena di kandang kami sangat baik. Selamat untuk mereka karena saya pikir rencana mereka berhasil,” ucap Klok.
""Banyak pelanggaran dan banyak pemain bertahan, mungkin delapan orang di belakang, tidak mudah untuk penetrasi dan ambil peluang dari situasi itu,"" kata Klok lagi. 














",SPORT
"Matip Tumbang, Klopp Khawatirkan Pertahanan Liverpool ","KOMPAS.com - Pada laga melawan Fulham di Anfield dalam Minggu (3/12/2023), Liverpool berhasil meraih kemenangan melalui gol menit akhir dari Trent Alexander-Arnold dan juga Wataru Endo.
Namun, sayangnya, kemenangan itu harus tercoreng karena Liverpool harus membayar kemenangan itu dengan cederanya pemain bertahan mereka, Joel Matip.
Memasuki musim 2023-2024, Joel Matip sebenarnya tidak lagi menjadi pilihan utama Juergen Klopp. Klopp lebih sering mengandalkan duet Virgil Van Dijk dan Ibrahima Konate.
Namun, karena Ibrahima Konate kerap mengalami masalah kebugaran, Klopp masih membatasi menit bermainnya.
Hal itu yang membuat Matip ditunjuk sebagai tandem Van Dijk pada laga melawan Fulham.
Sayangnya, Matip tidak bisa mengakhiri laga dengan baik. Dia terpaksa harus diganti oleh Konate saat pertandingan masih menyisakan waktu sekitar 20 menit.
Klopp sendiri menyatakan belum ada diagnosis resmi mengenai cedera pemain bertahan asal Kamerin itu. Namun, dia yakin, Matip akan absen untuk beberapa waktu ke depan.
""Kami yang pasti belum tahu dengan pasti. Belum ada hasil scan, tetapi ini pasti tidak akan sebentar. Ini sesuatu yang tak menguntungkan, tetapi kami harus melewatinya,"" kata Klopp saat ditanya mengenai kondisi Matip.
Klopp juga sedikit khawatir mengingat Liverpool tidak melakukan pergerakan untuk mengamankan satu bek tengah tambahan pada bursa transfer musim panas lalu.
Konate sendiri masih diragukan untuk tampil penuh karena masalah kebugaran. Namun, Liverpool masih memiliki nama Joe Gomez dan bek muda, Jarell Quansah, yang bisa diduetkan dengan Van Dijk.
Kehadiran Quansah yang merupakan produk akademi membuat Liverpool tidak fokus mencari bek tengah pada bursa transfer musim panas lalu.
Namun hal itu tidak permanen, Liverpool dipercaya akan kembali aktif berburu bek tengah pada tahun 2024.
Terlebih nama Goncalo Inacio dari Sporting CP dan Antonio Silva dari Benfica masih menjadi target mereka.














",SPORT
Reaksi Pemain Eropa Usai Radja Nainggolan ke Bhayangkara FC,"KOMPAS.com – Sejumlah pemain Eropa memberikan reaksi seusai Radja Nainggolan merapat ke klub asal Indonesia, Bhayangkara FC.
Eks gelandang Inter dan Sampdoria, Antonio Candreva, menyoroti nomor punggung yang dikenakan Radja Nainggolan di Bhayangkara FC.
""Ya, dengan (nomor punggung) 10,"" tulis Antonio Candreva di kolom komentar media sosial Instagram Radja Nainggolan.
Charalampos Lykogiannis yang kini membela Bologna mendoakan agar Radja Nainggolan menuai kesuksesan di Bhayangkara FC.
Pemain klub kasta tertinggi Beliga RWDM, Pierre Dwomoh, juga memberikan dukungan kepada keputusan Nainggolan ke Bhayangkara FC.
""Semoga berhasil Radja Nainggolan,"" tulis Charallampos Lykogiannis.
A post shared by Bhayangkara FC (@bhayangkarafc)
""Nomor 10, semoga sukses,"" ujar Pierre Dwomoh seraya menyematkan emot wajah penuh cinta.
Radja Nainggolan direkrut Bhayangkara FC untuk mengantarkan tim beralias The Guardian itu keluar dari zona degradasi.
Bhayangkara FC memang berada di dasar klasemen, tepatnya peringkat ke-18 dengan mengemas 11 poin dari 21 laga.
Chief Operating Officer (COO) Bhayangkara FC, Sumardji, mengungkapkan kontrak Radja berdurasi setengah musim dengan opsi perpanjangan.
Dengan demikian, Radja Nainggolan akan membela Bhayangkara FC dalam 13 pertandingan pada sisa musim Liga 1 2023-2024.
Walau singkat, Bhayangkara FC mengeluarkan biaya fantastis untuk mendatangkan mantan pemain timnas Belgia, AS Roma dan Inter itu.
Sumardji menjelaskan, nilai kontrak setengah musim Radja Nainggolan bernilai lebih dari Rp 5 miliar.
""Kehadiran Radja erat kaitannya dengan sponsor Bhayangkara FC,"" ungkap Sumardji.
""Bisa dikatakan nilainya cukup besar, kurang lebih dalam setengah musim itu lima sekian miliar,"" tambah dia.
""Tentu angka itu adalah kesepakatan kami dengan tim sponsor Bhayangkara FC,"" imbuh Sumardji menjelaskan.
Bagi Bhayangkara FC, jumlah uang besar untuk merekrut Radja tak masalah. Pihak klub justru senang bisa mendaratkan pemain dunia berdarah Indonesia.
""Terkait kenapa kami mengontrak Radja Nainggolan ini karena erat dengan kebanggaan kami terhadap Radja yang merupakan bagian dari orang-orang keturunan Indonesia,"" kata dia.
 














",SPORT
Ganjar Janji Permudah Akses Pendidikan untuk Disabilitas ,"Hal itu ia sampaikan setelah bertemu kelompok disabilitas yang ada di Loka Bina Karya Balikpapan, Kalimantan Timur, Selasa (5/12/2023).
“Kalau anak-anak ini dia punya prestasi bagus, dia bisa sampai S3, tidak peduli apakah dia selama ini yang mengikuti jalan jalur biasa atau berkebutuhan khusus, karena negara memberikan jaminan itu tidak pandang bulu. Maka tugasnya adalah mendorong mereka,” ujar Ganjar.
Dalam pertemuan tersebut, politikus PDI-P itu sempat ditanya oleh penyandang disabilitas, Umar Fauzan yang menyinggung perihal akses pendidikan bagi penyandang disabilitas yang belum merata di setiap provinsi.
Ia menyoroti agar kebijakan pendidikan terkait penyandang disabilitas bisa lebih baik. Kelompok disabilitas, ia menegaskan, juga dapat berkontribusi sebagai sumber daya manusia (SDM) yang layak diperhitungkan.
Oleh karena itu, penting untuk pemerintah peduli akses pendidikan untuk kelompok disabilitas, termasuk mempermudah akses hingga tingkat S2 dan S3.
Ganjar menilainya sebagai permintaan yang tidak muluk-muluk. Ia juga mengungkit pelibatan kelompok disabilitas juga perempuan dan anak dalam Musyawarah Rencana Pembangunan (Musrenbang) Jawa Tengah.
""Ternyata sederhana sekali permintaan mereka, yakni 'kesempatan dan akses pendidikan kami diperbaiki, kesempatan untuk bekerja dengan persentase PNS, di pemerintahan maupun di perusahaan',"" kata eks Gubernur Jawa Tengah itu.
""Aturan sudah ada tinggal dilaksanakan dan kontrolnya. Praktik (di Jawa Tengah) sudah ada, maka saya mereplikasi saja,” ucapnya.
Indonesia telah memiliki sejumlah regulasi yang mengatur tentang hak kelompok disabilitas.
Pemerintah telah memiliki Undang-undang Nomor 19 Tahun 2011 tentang Konvensi Hak-hak Penyandang Disabilitas dan UU Nomor 28 Tahun 2016 tentang Penyandang Disabilitas.
Presiden Susilo Bambang Yudhoyono juga pernah meneken Peraturan Presiden Nomor 75 Tahun 2005 yang mengatur mandat pelaksanaan aksi-aksi di bidang penyandang disabilitas.














",NEWS
"Gibran Diduga Kampanye di CFD, Heru Budi: Saya Enggak Tahu, Masih Tidur...","JAKARTA, KOMPAS.com - Penjabat (Pj) Gubernur DKI Jakarta Heru Budi Hartono mengaku tidak mengetahui adanya dugaan pelanggaran kampanye yang dilakukan calon wakil presiden (cawapres) Gibran Rakabuming Raka di kawasan car free day (CFD).
Heru bahkan berkelakar bahwa dirinya masih tidur ketika CFD Sudirman-Thamrin berlangsung pada 3 Desember 2023 lalu, sehingga tidak mengetahui apa saja yang terjadi di kawasan hari bebas kendaraan bermotor.
“Saya enggak tahu, masih tidur,” ucap Heru Budi sambil tersenyum di Waduk Pluit, Jakarta Utara, Selasa (5/12/2023).
Saat ditanya mengenai upaya pencegahan kegiatan kampanye di CFD Jakarta, Heru berujar bahwa hal tersebut menjadi kewenangan Badan Pengawas Pemilihan Umum (Bawaslu).
“Ya ada Bawaslu. Tanya sama Bawaslu,” kata Heru Budi.
Diberitakan sebelumnya, Bawaslu DKI mengimbau Heru Budi Hartono untuk tegas menegakkan larangan CFD untuk kegiatan politik.
Bawaslu merujuk pada kegiatan cawapres nomor urut dua Gibran Rakabuming Raka yang membagikan susu kotak di area CFD Bundaran HI, Minggu (3/12/2033).
""Bawaslu Jakpus mengimbau kepada Pj Gubernur DKI Jakarta, CFD tak boleh dimanfaatkan untuk kepentingan partai politik, apalagi aktivitas kampanye,"" ujar Koordinator Divisi Penanganan Pelanggaran Bawaslu DKI Benny Sabdo kepada Kompas.com, Selasa (5/12/2023).
Benny mengatakan, larangan kegiatan politik di area car free day tertuang dalam Peraturan Gubernur Nomor 12 Tahun 2016 tentang Hari Bebas Kendaraan Bermotor (HBKB).
""Kegiatan (Gibran bagi-bagi susu di CFD) tidak ada pemberitahuan kepada Bawaslu Jakpus. Bawaslu Jakpus kini masih melakukan kajian perihal perkara itu,"" kata Benny.
Selain membagikan susu, Bawaslu DKI juga menelusuri kegiatan Gibran di kawasan Jakarta Utara, yang disebut melibatkan anak-anak. Kegiatan itu dilakukan pada Jumat pekan lalu.
""Bawaslu Jakarta Utara juga sedang melakukan kajian terhadap perihal perkara tersebut,"" ucap Benny.
Kajian yang dilakukan Bawaslu terkait kegiatan Gibran di Jakarta Utara itu pada Pasal 280 ayat 2 huruf K Undang Undang Nomor 7 tahun 2017 Tentang Pemilu.
Menurut Benny, pasal itu menegaskan, larangan aktivitas kampanye yang melibatkan anak-anak.
""Pasal 15 huruf A Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak menyatakan, tidak boleh ada penyalahgunaan anak-anak untuk kegiatan politik,"" kata Benny.














",NEWS
"Usai Dilantik, Kadis Bina Marga DKI Heru Suwondo Tancap Gas Benahi Jalan Rusak","JAKARTA, KOMPAS.com - Kepala Dinas Bina Marga DKI Jakarta Heru Suwondo mengaku akan langsung bekerja untuk memperbaiki jalan di sejumlah titik di Jakarta.
Ia sudah resmi dilantik oleh Penjabat Gubernur DKI Jakarta Heru Budi Hartono di Balai Kota, Selasa (5/12/2023).
""Perbaikan jalan (yang rusak) juga kita lakukan terus. Jalan berlubang dan rusak, maka kami tindak lanjuti dengan perbaikan,"" ujar Heru di Balai Kota DKI, Selasa.
Selain perbaikan jalan, Heru Suwondo juga akan memeriksa gorong-gorong di sejumlah wilayah Jakarta sebagai kesiapan memasuki musim hujan.
""Begitu juga perbaikan trotoar, kita lanjutkan tahun depan. Yang pasti, Sudin Bina Marga di lima wilayah akan terus bergerak,” kata Heru.
Heru Suwondo juga mendapat pesan dari Heru Budi untuk bekerja dengan baik demi memperbaiki Jakarta.
""Ya (pesannya) kerja yang baik, tidak usah macam-macam, begitu saja,"" kata Heru.
Heru Suwondo sebelumnya menjabat sebagai Kasudin Bina Marga Jakarta Selatan, merangkap sebagai Pelaksana tugas (Plt) Bina Marga DKI.
""Pada Selasa, 5 Desember 2023, saya Penjabat Gubernur DKI dengan ini secara resmi melantik Heru Suwondo sebagai Kepala Dinas Bina Marga Provinsi DKI Jakarta,"" ujar Heru Budi.
Heru Suwondo dilantik menggantikan Hari Nugroho yang saat ini menjabat sebagai Kepala Dinas Tenaga Kerja, Transmigrasi dan Energi DKI Jakarta.
Heru Budi berharap, Heru Suwondo dapat menjunjung etika jabatan, menjaga integritas, dan tidak menyalahgunakan kewenangan setelah dilantik.
""Saya percaya (Heru Suwondo) akan melaksanakan tugas sebaik-baiknya sesuai dengan tanggung jawab yang diberikan,” kata Heru Budi.














",NEWS
Cek Daftar Harga Motor Sport 250 cc per Desember 2023,"JAKARTA, KOMPAS.com – Pasar motor sport 250 cc mungkin tidak terlalu besar, tapi marketnya tetap terjaga. Para pabrikan di segmen ini juga gencar menawarkan produk yang menggoda konsumen.
Di kelas motor adventure misalnya, Suzuki pada pertengahan tahun ini resmi merilis V-Strom 250 SX dengan harga Rp 59.500.000.
Di segmennya, motor ini langsung berhadapan dengan Versys-X 250 yang dibanderol Rp 71.200.000, atau CRF250 Rally yang dipatok Rp 92.930.000.
Dok AHM Motor sport Honda New CBR250RR
Pada segmen petualang ini, Kawasaki juga menawarkan KLX250 produksi 2022 dengan harga mulai Rp 68.700.000. Adapun pesaingnya Honda CRF250L Extreme Red dijual Rp 79.900.000.
Kemudian penggemar motor 4-silinder juga masih bisa menikmati Ninja ZX-25R yang ditawarkan mulai Rp 107.540.000. Harganya naik sekitar Rp 4.940.000 dibandingkan harga awal tahun 2023 sebesar Rp 102.600.000.
Kawasaki juga masih menawarkan Ninja 250 bermesin 2-silinder yang dijual mulai Rp 66.900.000. Termasuk juga Ninja 250SL produksi tahun 2020 dengan harga Rp 36.400.000.

Di kelas sport fairing ini, Honda juga menyediakan CBR250RR (tipe STD Black Freedom) yang dipatok mulai Rp 63.456.000. Harga ini naik Rp 606.000 dibandingkan harga awal tahun sebesar Rp 62.850.000.
Sementara itu, pesaing dari merek Yamaha, yaitu New YZF R25 (tipe Standard) dijual mulai Rp 63.450.000, hanya naik Rp 190.000 dibandingkan harga awal tahun sebesar Rp 63.260.000.
Di kelas yang sama, pesaing dari merek CFMoto punya produk 250 SR seharga Rp 63.500.000. Tak ketinggalan ada model naked bike 250 CL-X dengan harga Rp 62.350.000, dan tipe cruiser V16 yang dipatok Rp 60.400.000.
Kompas.com/Setyo Adi Yamaha R25 terbaru hadir dengan beberapa perubahan
Berikut ini daftar harga motor sport 250 cc per Desember 2023:
KawasakiNinja 250SL 2020: Rp 36.400.000Ninja 250 2022: Rp 66.900.000Ninja 250 ABS SE 2022: Rp 79.300.000 (harga awal tahun Rp 78.500.000)Ninja 250 ABS SE MDP 2022: Rp 79.300.000 (harga awal tahun Rp 78.900.000)Ninja 250 2023 Rp 66.900.000Ninja 250 ABS SE 2023: Rp 79.300.000Ninja 250 2024: Rp 67.500.000Ninja 250 ABS SE 2024: Rp 79.300.000Ninja ZX-25R 2023: Rp 107.540.000 (harga awal tahun Rp 102.600.000)Ninja ZX-25R ABS SE 2023: Rp 125.700.000 (harga awal tahun Rp 123.500.000)Ninja ZX-25RR 2023: Rp 132.000.000 (harga awal tahun Rp 129.900.000)Ninja ZX-25R 2024: Rp 107.540.000Ninja ZX-25R ABS SE 2024: Rp 125.700.000Ninja ZX-25RR 2024: Rp 132.000.000Versys-X 250 Tourer (Non ABS) 2022: Rp 71.200.000Versys-X 250 Tourer (Non ABS) 2023: Rp 71.200.000Versys-X 250 2024: Rp 71.200.000D-Tracker X 2024: Rp 71.700.000KLX250 2022: Rp 68.700.000KLX250 2023: Rp 71.700.000KLX250 2024: Rp 71.700.000
HondaCBR250RR - STD Black Freedom: Rp 63.456.000 (harga awal tahun Rp 62.850.000)CBR250RR - STD Mat Gunpowder Black Metallic: Rp 68.256.000 (harga awal tahun Rp 67.650.000)CBR250RR - SP Mystique Blue: Rp 75.656.000 (harga awal tahun Rp 75.150.000)CBR250RR - SP QS Bravery Red Black: Rp 79.506.000 (harga awal tahun Rp 79.200.000)CBR250RR - SP QS Honda Racing Red: Rp 80.106.000 (harga awal tahun Rp 79.800.000)CBR250RR - SP QS Honda Tricolor: Rp 80.106.000 (harga awal tahun Rp 79.800.000)CRF250L Extreme Red: Rp 79.900.000CRF250 Rally Extreme Red: Rp 92.930.000
YamahaNew YZF R25 Standard: Rp 63.450.000 (harga awal tahun Rp 63.260.000)New YZF R25 ABS: Rp 70.225.000 (harga awal tahun Rp 69.955.000)
SuzukiGixxer SF 250: Rp 55.500.000 (harga awal tahun Rp 51.088.000)V-Strom 250 SX: Rp 59.500.000
CFMoto250 SR: Rp 63.500.000250 CL-X: Rp 62.350.000V16: Rp 60.400.000V16 Plus: Rp 61.900.000V16 Plus ABS: Rp 69.300.000
*harga OTR Jakarta*harga rekomendasi*harga dapat berubah sewaktu-waktu*harga berbeda di tiap daerah














",OTOMOTIF
"Marak Aksi Tawuran Pelajar, Pemkot Jakarta Barat Bentuk Tim Khusus","JAKARTA, KOMPAS.com - Suku Dinas (Sudin) Pendidikan Jakarta Barat bakal membentuk tim penanggulangan dan pencegahan kekerasan (TPPK), imbas maraknya tawuran di kalangan pelajar.
Kepala Sudin Pendidikan Jakarta Barat Junaedi mengatakan, pembentukan itu juga dilakukan bertepatan dengan pembacokan pelajar di Grogol Petamburan, Jakarta Barat.
""Sebenarnya TPPK kami mau bentuk, hanya momennya kemarin itu tak jauh berbeda dengan adanya kejadian anak SMK swasta (dibacok),"" ujar Junaedi saat dikonfirmasi, Selasa (5/12/2023).
TPPK dibuat tak hanya untuk mencegah kekerasan fisik, tetapi juga antisipasi kekerasan verbal di sekolah.
""Ini (TPPK) dibentuk sebagai upaya sekolah memberikan atensi atau perhatian agar tidak ada yang namanya kekerasan, baik kekerasan verbal atau nonverbal,"" ucap Junaedi.
Menurut dia, lingkup TPPK lebih luas daripada peran satgas kekerasan. Para wakil kepala sekolah bidang kesiswaan dari beberapa sekolah ikut dilibatkan dalam pengawasan terhadap siswanya.
""Protokolnya mereka ini melakukan pengawasan kegiatannya. Mereka melakukan pengawasan di sekolah,"" jelas dia.
Sudin Pendidikan Jakarta Barat pun telah memetakan titik lokasi serta jadwal piket anggota TPPK.
Sementara itu, Junaedi menyebutkan bahwa Pemerintah Provinsi DKI Jakarta mencabut sekitar 10 kartu Jakarta pintar (KJP) pelajar di Jakarta Barat.
""Ya memang kurang lebih 10 (KJP siswa dicabut). Selama tahun 2023,"" ujar dia.
Ia menyampaikan, sebagian besar pelajar tersebut kedapatan terlibat tawuran. Pencabutan KJP juga sebagai catatan bagi sekolah lain di Jakarta agar kejadian serupa tak terulang kembali.
""Kebanyakan itu (karena) tawuran. KJP dicabut untuk anak yang bermasalah menjadi pelajaran penting bagi mereka agar ini tidak terjadi bagi peserta didik lainnya,"" tutur dia.














",NEWS
"Jangan Salah, Ini Fungsi Lampu Hazard di Sepeda Motor","JAKARTA, KOMPAS.com - Sepeda motor keluaran terbaru ada yang sudah disematkan lampu hazard. Pabrikan memberikan ini sebagai fitur baru dan daya tarik untuk konsumen.
Namun, apa sebenarnya fungsi lampu hazard yang disematkan pada sepeda motor keluaran terbaru ini?
roda2blog.com Lampu hazard
Sebagai informasi, peraturan mengenai lampu hazard telah dijelaskan pada Undang-Undang Lalu Lintas dan Angkutan Jalan (UU LLAJ) No 22 Tahun 2009 dengan bunyi:
“Setiap pengemudi kendaraan bermotor wajib memasang segitiga pengaman, lampu isyarat peringatan bahaya, atau isyarat lain pada saat berhenti atau parkir dalam keadaan darurat di jalan,” .
Head of Safety Riding Promotion Wahana Agus Sani mengatakan, lampu hazard memiliki fungsi tanda di saat kendaraan berhenti dalam keadaan darurat sesuai dengan peraturan pemerintah.
Zulfana K. Rijal Contoh motor dengan lampu hazard
""Fungsi lampu hazard sebenarnya untuk tanda saat kendaraan berhenti darurat, namun saat ini memang penggunaan lampu hazard banyak disalah fungsikan oleh pengendara,"" ujar Agus kepada Kompas.com beberapa waktu lalu.
Selain itu, fungsi lainnya untuk memberitahu kepada pengendara di belakangnya untuk hati-hati, misalnya di depannya terjadi kecelakaan atau ada orang yang akan menyeberang.
Agus juga mengatakan, masih ada beberapa pemilik sepeda motor yang tidak tahu fungsi lampu hazard yang disematkan pada kendaraan mereka.
""Penggunaan lampu hazard untuk sepeda motor sebenarnya penting juga, namun biasanya hanya ada pada motor dengan tipe (mesin) yang cukup besar. Hal tersebut lantaran pada saat motor mengalami kendala di jalan atau mogok, maka lampu hazard dapat digunakan sebagai tanda ketika berhenti di pinggir jalan,"" ujar Agus.
Kendaraan bermesin kecil ketika mengalami masalah atau mogok di jalan masih mudah untuk dipindahkan ke pinggir atau lokasi yang lebih aman.
Berbeda dengan moge membutuhkan waktu lebih lama dan tenaga ekstra, sehingga dibutuhkan lampu hazard guna memberikan informasi saat kondisi darurat.














",OTOMOTIF
"Pratama Arhan Pergi dari Tokyo Verdy, Misteri Klub Baru Si Pelempar Maut","KOMPAS.com – Bek timnas Indonesia, Pratama Arhan, dipastikan pergi dari Tokyo Verdy. Klub baru pemain kelahiran Blora itu masih menyimpan misteri.
Pada September 2023 lalu, Pratama Arhan dikabarkan tengah dilirik oleh klub Korea Selatan, Suwon FC.
Kabar ketertarikkan Suwon FC kepada Pratama Arhan disampaikan oleh media asal Korea Selatan, Sport Chosun.
“Suwon FC hampir merekrut Pratama Arhan, pemain berkewarganegaraan Indonesia,” tulis Sport Chosun.
“Kesepakatan telah dicapai dengan Arhan, yang berstatus free agent, dan detailnya akan diselesaikan.”
Sementara itu, PSIS, yang pernah menjadi klub Pratama Arhan, telah buka suara mengenai kans untuk menampung bek berusia 21 tahun tersebut.
CEO PSIS Semarang, Yoyok Sukawi, mengungkapkan bahwa dirinya masih menginginkan untuk melihat Pratama Arhan berkarier di luar negeri.
Pasalnya, menurut Yoyok Sukawi, Pratama Arhan masih memiliki kualitas mumpuni untuk melanjutkan karier di luar Indonesia.
“Kalau saya bicara Pratama Arhan, saya tidak setuju kalau dia main di Indonesia,” ucap Yoyok Sukawi, dikutip dari BolaSport.com.
“Karena Pratama Arhan ini masih mempunyai masa depan cukup jauh untuk mengambil ilmu di luar negeri,” ujar dia menambahkan.
Di samping itu, agen Pratama Arhan, Dusan Bogdanovic, menyampaikan bahwa pemain yang memiliki lemparan maut ini sudah memiliki klub baru.
“Indonesia pasti, luar negeri juga ada, termasuk negara-negara Asia dan Asia Tenggara, tetapi saya tak bisa menyebutkan nama-namanya,” kata dia.
“Sekarang pun ada tawaran, tapi sejujurnya kami sudah memutuskan dan sebentar lagi kami akan umumkan,” lanjutnya.
“Semoga terbaik untuk Arhan. Pasti di luar negeri,” ucap Bogdanovic soal pilihan klub Pratama Arhan.
Adapun Pratama Arhan memutuskan untuk hengkang dari Tokyo Verdy karena kekurangan menit bermain.
Secara keseluruhan, Pratama Arhan hanya tampil sebanyak empat pertandingan dengan total 256 menit bersama Tokyo Verdy sejak direkrut pada tahun 2022 silam.
Pratama Arhan justru mempunyai catatan penampilan lebih banyak di timnas Indonesia senior daripada di Tokyo Verdy dengan total 35 kali kesempatan mentas.
“Secara waktu, memang jelas kurang menit bermain. Satu tahun lalu sudah ada pembicaraan antara kami berdua,” kata Bogdanovic.
 














",SPORT
Pertamina NRE Siap Kembangkan Ekosistem Kendaraan Listrik,"JAKARTA, KOMPAS.com - Pertamina New Renewable Energy (NRE) serius menggarap pengembangan ekosistem kendaraan listrik di Indonesia. Tak hanya dalam hal infrastruktur, tapi juga pada semua sektornya.
Direktur Utama Pertamina NRE Dannif Danusaputro menyampaikan, pihaknya akan mengembangkan ekosistem kendaraan listrik dari hulu ke hilir.
""Kami akan menjadi pemain utama dari infrastruktur, pengisian daya dan seluruh proses rantai pasok kendaraan listrik,"" katanya dikutip dari situs resmi Pertamina pada diskusi“E-Mobility: Balancing Sustainability and Growth in Critical Supply Chains” di Paviliun Indonesia di Dubai, Uni Emirat Arab, Jumat (1/12/2023).
Tak hanya itu, Pertamina NRE juga akan mengembangkan kendaraan listrik roda dua. Perseroan sudah mengandeng sejumlah perusahaan ride-hailing di Indonesia.
dok.NRE Direktur Utama Pertamina New Renewable Energy (NRE) Dannif Danusaputro dalam sesi diskusi bertema 'E-Mobility: Balancing Sustainability and Growth in Critical Supply Chains' di Paviliun Indonesia COP28 Dubai, Uni Emirat Arab,  Jumat (1/12/2023).
Cakupan kerja samanya meliputi pengembangan operator armada, pengemudi, dan pengisian daya. Perseroan juga akan mengembangkan battery pack untuk kendaraan roda dua.
Pada November 2023, Pertamina NRE juga telah menjalin kolaborasi dengan PT VKTR Teknologi Mobilitas Tbk, untuk merintis solusi mobilitas berkelanjutan.
Kedua memperkenalkan inovasi model Electric Mobility as a Service (e-MaaS) dalam rangka membantu upaya adopsi kendaraan listrik untuk layanan transportasi umum kota.
Model e-MaaS menawarkan pembiayaan fleksibel untuk pengoperasian dan pemeliharaan bus kendaraan listrik. Model ini akan mengurangi ketergantungan pendanaan dari pemerintah, sehingga menghemat biaya penyediaan kendaraan ramah lingkungan di kota-kota besar.
Dannif menjelaskan,Model e-MaaS tersebut tidak terbatas pada kendaraan saja, tapi juga mencakup infrastruktur penting seperti stasiun pengisian daya dan sumber energi terbarukan.

Sementara itu, Koordinator Wakil Ketua Umum Bidang Maritim, Investasi, dan Luar Negeri Kamar Dagang dan Industri Shinta Kamdani mengatakan, Indonesia memiliki potensi besar dalam pengembangan kendaraan listrik.
""Walau masih permulaan, Indonesia banyak sekali potensinya dari pemanfaatan bahan baku sampai daur ulang baterai. Sektor swasta juga bisa terlibat dan mengambil peluang dari pengembangan ekosistem rantai pasokan kendaraan listrik,"" ujar Shinta.














",OTOMOTIF
